date,donee,donee_url,description,program_area,focus,amount
09/2005,University of Vermont Institute for Artisan Cheese,http://www.nysaes.cornell.edu/necfe,To build the visibility of the Vermont Institute for Artisan Cheese through enhanced public relations.,Environment,,"$53,000"
09/2005,Vermont Forum on Sprawl,http://www.vtsprawl.org,"To foster decisions, policies and practices that support smart growth principles in Vermont, advancing a vision of compact settlements separated by rural countryside and working landscapes with equitable access for all Vermonters.",Environment,,"$100,000"
09/2005,"Volunteers of Legal Service, Inc.",http://www.volsprobono.org,To provide New York City low-income microentrepreneurs with pro bono legal help related to business law issues.,Job Opportunities,,"$23,750"
09/2005,Western Organization of Resource Councils Education Project,http://www.worc.org,To stop the introduction of genetically modified crops into commercial markets and the environment.,Environment,,"$60,000"
08/2005,Energy Consumers Alliance of New England,http://www.massenergy.com,To contract with a marketing consultant to develop a marketing plan for green electricity in Massachusetts.,Environment,,"$6,000"
08/2005,Human Rights Watch,http://www.hrw.org,To enable endangered Liberian human rights activist Bush Williams to seek refuge in South Africa.,International Human Rights,,"$3,000"
07/2005,Human Rights Watch,http://www.hrw.org,"To enable Chinese political dissident and democracy activist Wang Wanxing, who was falsely labeled mentally ill and incarcerated for thirteen years, to seek refuge with his family in Germany.",International Human Rights,,"$3,000"
07/2005,Human Rights Watch,http://www.hrw.org,"To enable endangered journalist and human rights advocate Omid Memarian to flee Iran and seek temporary refuge in Istanbul, Turkey.",International Human Rights,,"$3,000"
06/2005,Acadia Center,http://www.acadiacenter.org/,To facilitate the adoption and effective implementation of appliance efficiency standards as a key element of state energy and climate policies in Northeast states.,Environment,,"$10,000"
06/2005,Alliance for Nuclear Accountability,http://www.ananuclear.org,"To sustain a national network of local, regional and national organizations working collaboratively on strategies and actions aimed at ensuring that the waste from 50 years of nuclear weapons production is adequately cleaned up at all sites throughout the nuclear weapons complex.",Environment,,"$40,000"
06/2005,Centro de Derechos Humanos Miguel Agustin Pro Juarez,http://www.centroprodh.org.mx,To promote human rights in Mexico through litigation and legal advice to victims of human rights violations.,International Human Rights,,"$90,000"
06/2005,Clean Production Action,http://www.cleanproduction.org,To coordinate and assist campaigns in multiple states to eliminate brominated flame retardants.,Environment,,"$40,000"
06/2005,Co-op America Foundation,http://www.coopamerica.org,To mobilize consumers and individual investors to pressure target corporations to reduce greenhouse gas emissions.,Environment,,"$25,000"
06/2005,Comision Mexicana de Defensa y Promocion de los Derechos Humanos,http://www.laneta.apc.org/cmdpdh,"To promote and defend human rights in Mexico, with a particular emphasis on litigation.",International Human Rights,,"$80,000"
06/2005,Connecticut Coalition for Environmental Justice,http://www.environmental-justice.org,"To reduce environmental triggers of asthma, cancer and premature cardiac and respiratory death from exposures to diesel emissions in Bridgeport, Hartford and New Haven.",Environment,,"$30,000"
06/2005,Coordinadora Nacional de Derechos Humanos,http://www.dhperu.org,To promote and defend human rights in Peru.,International Human Rights,,"$90,000"
06/2005,Education Fund of Family Planning Advocates of New York State,http://www.edfundfpa.org,"To increase access to emergency contraception for victims of sexual assault, focusing on emergency room provision and pharmacy access.",Reproductive Health,,"$30,000"
06/2005,Environmental Health Fund,http://www.environmentalhealthfund.org,To coordinate and assist campaigns in multiple states to eliminate brominated flame retardants.,Environment,,"$60,000"
06/2005,Environmental Working Group,,To use body burden testing and other data to promote chemicals policy reforms at federal and state levels that are adequate to protect even vulnerable populations from the effects of toxic exposures.,Environment,,"$75,000"
06/2005,Equipo Colombiano de Trabajo Forense y Asistencia Psicosocial,,To investigate human rights violations in Colombia using forensic science techniques and providing psychological services to victims and their family members.,International Human Rights,,"$50,000"
06/2005,Government Accountability Project,http://www.whistleblower.org,"To press for responsible environmental cleanup and oversight at the Hanford Nuclear Weapons Production Facility through advocacy, scientific research, whistleblower protection, and media outreach.",Environment,,"$50,000"
06/2005,Institute for Energy and Environmental Research,http://www.ieer.org,To promote stronger federal standards for radiation exposures in drinking water that adequately protect pregnant women and children.,Environment,,"$40,000"
06/2005,Ipas,http://www.ipas.org,"To ensure the quality of and accessibility to abortion services, particularly for women with limited resources.",Reproductive Health,,"$50,000"
06/2005,Medical Students for Choice,http://http://www.ms4c.org,"To increase educational and training opportunities on abortion and reproductive health for medical students and residents, and to reform medical school curricula and training to include abortion care and reproductive health.",Reproductive Health,,"$35,000"
06/2005,MergerWatch,http://www.mergerwatch.org,To promote increased access to emergency contraception in the United States by countering efforts to block its use.,Reproductive Health,,"$50,000"
06/2005,National Caucus of Environmental Legislators,http://www.ncel.net,To coordinate and assist campaigns in multiple states to eliminate brominated flame retardants.,Environment,,"$25,000"
06/2005,National Family Farm Coalition,,"To educate farmers about the market and legal risks they incur in growing genetically engineered crops, with an emphasis on rice growers; and to counter industry-backed efforts to preempt emerging state or local policies that limit genetically engineered agriculture.",Environment,,"$60,000"
